paymentid,policyid,transactionref,status,datetime
PAY-1306,PLY-435,TXN-PAY-1306,received,2017-07-22
PAY-1307,PLY-436,TXN-PAY-1307,received,2018-02-13
PAY-1308,PLY-436,TXN-PAY-1308,received,2015-05-20
PAY-1309,PLY-436,TXN-PAY-1309,received,2018-06-02
PAY-1310,PLY-437,TXN-PAY-1310,received,2015-05-19
PAY-1311,PLY-437,TXN-PAY-1311,notreceived,2018-05-21
PAY-1312,PLY-437,TXN-PAY-1312,notreceived,2017-11-04
PAY-1313,PLY-438,TXN-PAY-1313,received,2018-06-17
PAY-1314,PLY-438,TXN-PAY-1314,received,2018-02-19
PAY-1315,PLY-438,TXN-PAY-1315,received,2015-08-14
PAY-1316,PLY-439,TXN-PAY-1316,received,2016-04-29
PAY-1317,PLY-439,TXN-PAY-1317,notreceived,2018-04-06
PAY-1318,PLY-439,TXN-PAY-1318,received,2018-01-01
PAY-1319,PLY-440,TXN-PAY-1319,received,2018-11-19
PAY-1320,PLY-440,TXN-PAY-1320,notreceived,2018-01-27
PAY-1321,PLY-440,TXN-PAY-1321,received,2018-10-06
PAY-1322,PLY-441,TXN-PAY-1322,notreceived,2018-11-23
PAY-1323,PLY-441,TXN-PAY-1323,received,2015-02-13
PAY-1324,PLY-441,TXN-PAY-1324,received,2017-09-14
PAY-1325,PLY-442,TXN-PAY-1325,notreceived,2017-01-19
PAY-1326,PLY-442,TXN-PAY-1326,received,2016-01-13
PAY-1327,PLY-442,TXN-PAY-1327,received,2015-04-01
PAY-1328,PLY-443,TXN-PAY-1328,received,2016-12-19
PAY-1329,PLY-443,TXN-PAY-1329,notreceived,2016-12-10
PAY-1330,PLY-443,TXN-PAY-1330,received,2015-03-16
PAY-1331,PLY-444,TXN-PAY-1331,received,2015-04-18
PAY-1332,PLY-444,TXN-PAY-1332,received,2017-04-20
PAY-1333,PLY-444,TXN-PAY-1333,received,2017-11-18
PAY-1334,PLY-445,TXN-PAY-1334,received,2017-12-19
PAY-1335,PLY-445,TXN-PAY-1335,received,2015-05-30
PAY-1336,PLY-445,TXN-PAY-1336,received,2018-12-10
PAY-1337,PLY-446,TXN-PAY-1337,received,2016-04-07
PAY-1338,PLY-446,TXN-PAY-1338,received,2017-03-06
PAY-1339,PLY-446,TXN-PAY-1339,notreceived,2016-04-10
PAY-1340,PLY-447,TXN-PAY-1340,received,2016-02-17
PAY-1341,PLY-447,TXN-PAY-1341,received,2017-03-18
PAY-1342,PLY-447,TXN-PAY-1342,notreceived,2018-06-15
PAY-1343,PLY-448,TXN-PAY-1343,received,2018-01-16
PAY-1344,PLY-448,TXN-PAY-1344,received,2017-01-27
PAY-1345,PLY-448,TXN-PAY-1345,received,2017-06-10
PAY-1346,PLY-449,TXN-PAY-1346,received,2016-02-27
PAY-1347,PLY-449,TXN-PAY-1347,received,2015-05-25
PAY-1348,PLY-449,TXN-PAY-1348,notreceived,2016-12-30
PAY-1349,PLY-450,TXN-PAY-1349,received,2015-08-06
PAY-1350,PLY-450,TXN-PAY-1350,received,2015-01-10
PAY-1351,PLY-450,TXN-PAY-1351,notreceived,2016-10-03
PAY-1352,PLY-451,TXN-PAY-1352,received,2016-05-14
PAY-1353,PLY-451,TXN-PAY-1353,received,2018-10-11
PAY-1354,PLY-451,TXN-PAY-1354,received,2016-09-09
PAY-1355,PLY-452,TXN-PAY-1355,notreceived,2018-04-05
PAY-1356,PLY-452,TXN-PAY-1356,received,2017-01-15
PAY-1357,PLY-452,TXN-PAY-1357,received,2018-12-19
PAY-1358,PLY-453,TXN-PAY-1358,received,2015-05-24
PAY-1359,PLY-453,TXN-PAY-1359,notreceived,2016-06-12
PAY-1360,PLY-453,TXN-PAY-1360,received,2015-09-28
PAY-1361,PLY-454,TXN-PAY-1361,received,2017-09-08
PAY-1362,PLY-454,TXN-PAY-1362,notreceived,2017-02-03
PAY-1363,PLY-454,TXN-PAY-1363,received,2015-04-01
PAY-1364,PLY-455,TXN-PAY-1364,notreceived,2016-10-27
PAY-1365,PLY-455,TXN-PAY-1365,received,2015-08-16
PAY-1366,PLY-455,TXN-PAY-1366,received,2015-08-19
PAY-1367,PLY-456,TXN-PAY-1367,received,2015-09-21
PAY-1368,PLY-456,TXN-PAY-1368,received,2018-10-26
PAY-1369,PLY-456,TXN-PAY-1369,received,2017-06-30
PAY-1370,PLY-457,TXN-PAY-1370,received,2015-03-08
PAY-1371,PLY-457,TXN-PAY-1371,received,2017-12-12
PAY-1372,PLY-457,TXN-PAY-1372,received,2017-08-24
PAY-1373,PLY-458,TXN-PAY-1373,received,2018-06-21
PAY-1374,PLY-458,TXN-PAY-1374,received,2016-07-01
PAY-1375,PLY-458,TXN-PAY-1375,notreceived,2018-06-09
PAY-1376,PLY-459,TXN-PAY-1376,notreceived,2017-11-05
PAY-1377,PLY-459,TXN-PAY-1377,received,2015-06-30
PAY-1378,PLY-459,TXN-PAY-1378,received,2018-05-23
PAY-1379,PLY-460,TXN-PAY-1379,received,2017-06-17
PAY-1380,PLY-460,TXN-PAY-1380,received,2016-02-28
PAY-1381,PLY-460,TXN-PAY-1381,received,2015-02-20
PAY-1382,PLY-461,TXN-PAY-1382,notreceived,2015-10-05
PAY-1383,PLY-461,TXN-PAY-1383,received,2015-10-05
PAY-1384,PLY-461,TXN-PAY-1384,received,2016-12-16
PAY-1385,PLY-462,TXN-PAY-1385,received,2015-03-21
PAY-1386,PLY-462,TXN-PAY-1386,notreceived,2018-05-11
PAY-1387,PLY-462,TXN-PAY-1387,received,2016-01-07
PAY-1388,PLY-463,TXN-PAY-1388,received,2017-07-20
PAY-1389,PLY-463,TXN-PAY-1389,notreceived,2016-11-05
PAY-1390,PLY-463,TXN-PAY-1390,received,2015-03-19
PAY-1391,PLY-464,TXN-PAY-1391,received,2017-11-26
PAY-1392,PLY-464,TXN-PAY-1392,received,2018-04-15
PAY-1393,PLY-464,TXN-PAY-1393,notreceived,2017-01-02
PAY-1394,PLY-465,TXN-PAY-1394,received,2017-04-01
PAY-1395,PLY-465,TXN-PAY-1395,received,2017-11-21
PAY-1396,PLY-465,TXN-PAY-1396,received,2017-04-02
PAY-1397,PLY-466,TXN-PAY-1397,received,2018-05-07
PAY-1398,PLY-466,TXN-PAY-1398,received,2017-07-22
PAY-1399,PLY-466,TXN-PAY-1399,received,2018-04-14
PAY-1400,PLY-467,TXN-PAY-1400,received,2017-06-18
PAY-1401,PLY-467,TXN-PAY-1401,received,2016-08-17
PAY-1402,PLY-467,TXN-PAY-1402,received,2018-08-10
PAY-1403,PLY-468,TXN-PAY-1403,received,2018-11-11
PAY-1404,PLY-468,TXN-PAY-1404,notreceived,2018-10-19
PAY-1405,PLY-468,TXN-PAY-1405,received,2017-11-14
PAY-1406,PLY-469,TXN-PAY-1406,notreceived,2018-10-14
PAY-1407,PLY-469,TXN-PAY-1407,received,2015-12-14
PAY-1408,PLY-469,TXN-PAY-1408,received,2018-05-25
PAY-1409,PLY-470,TXN-PAY-1409,notreceived,2016-08-23
PAY-1410,PLY-470,TXN-PAY-1410,received,2016-11-01
PAY-1411,PLY-470,TXN-PAY-1411,received,2017-06-08
PAY-1412,PLY-471,TXN-PAY-1412,received,2016-12-05
PAY-1413,PLY-471,TXN-PAY-1413,received,2015-11-28
PAY-1414,PLY-471,TXN-PAY-1414,received,2018-07-16
PAY-1415,PLY-472,TXN-PAY-1415,received,2017-09-09
PAY-1416,PLY-472,TXN-PAY-1416,received,2017-08-07
PAY-1417,PLY-472,TXN-PAY-1417,received,2018-09-27
PAY-1418,PLY-473,TXN-PAY-1418,received,2015-08-13
PAY-1419,PLY-473,TXN-PAY-1419,received,2015-09-26
PAY-1420,PLY-473,TXN-PAY-1420,received,2017-10-03
PAY-1421,PLY-474,TXN-PAY-1421,received,2016-04-19
PAY-1422,PLY-474,TXN-PAY-1422,received,2018-01-23
PAY-1423,PLY-474,TXN-PAY-1423,received,2018-09-03
PAY-1424,PLY-475,TXN-PAY-1424,received,2015-04-08
PAY-1425,PLY-475,TXN-PAY-1425,notreceived,2017-05-13
PAY-1426,PLY-475,TXN-PAY-1426,received,2017-01-24
PAY-1427,PLY-476,TXN-PAY-1427,received,2016-04-12
PAY-1428,PLY-476,TXN-PAY-1428,received,2018-12-02
PAY-1429,PLY-476,TXN-PAY-1429,received,2015-03-19
PAY-1430,PLY-477,TXN-PAY-1430,received,2016-04-07
PAY-1431,PLY-477,TXN-PAY-1431,notreceived,2015-10-12
PAY-1432,PLY-477,TXN-PAY-1432,received,2016-03-05
PAY-1433,PLY-478,TXN-PAY-1433,received,2016-02-24
PAY-1434,PLY-478,TXN-PAY-1434,received,2015-12-15
PAY-1435,PLY-478,TXN-PAY-1435,received,2016-10-15
PAY-1436,PLY-479,TXN-PAY-1436,notreceived,2016-06-20
PAY-1437,PLY-479,TXN-PAY-1437,received,2015-12-26
PAY-1438,PLY-479,TXN-PAY-1438,received,2015-04-28
PAY-1439,PLY-480,TXN-PAY-1439,received,2018-07-04
PAY-1440,PLY-480,TXN-PAY-1440,received,2018-03-21
PAY-1441,PLY-480,TXN-PAY-1441,received,2017-07-26
PAY-1442,PLY-481,TXN-PAY-1442,received,2018-09-05
PAY-1443,PLY-481,TXN-PAY-1443,notreceived,2016-12-15
PAY-1444,PLY-481,TXN-PAY-1444,received,2016-02-20
PAY-1445,PLY-482,TXN-PAY-1445,received,2015-02-08
PAY-1446,PLY-482,TXN-PAY-1446,received,2017-03-26
PAY-1447,PLY-482,TXN-PAY-1447,received,2017-05-03
PAY-1448,PLY-483,TXN-PAY-1448,received,2015-05-03
PAY-1449,PLY-483,TXN-PAY-1449,received,2016-03-28
PAY-1450,PLY-483,TXN-PAY-1450,received,2016-10-15
PAY-1451,PLY-484,TXN-PAY-1451,received,2015-10-30
PAY-1452,PLY-484,TXN-PAY-1452,notreceived,2015-06-05
PAY-1453,PLY-484,TXN-PAY-1453,received,2015-08-08
PAY-1454,PLY-485,TXN-PAY-1454,received,2018-06-15
PAY-1455,PLY-485,TXN-PAY-1455,received,2016-04-28
PAY-1456,PLY-485,TXN-PAY-1456,received,2018-10-26
PAY-1457,PLY-486,TXN-PAY-1457,received,2015-09-11
PAY-1458,PLY-486,TXN-PAY-1458,received,2016-02-16
PAY-1459,PLY-486,TXN-PAY-1459,received,2018-12-24
PAY-1460,PLY-487,TXN-PAY-1460,received,2016-12-28
PAY-1461,PLY-487,TXN-PAY-1461,received,2016-04-29
PAY-1462,PLY-487,TXN-PAY-1462,received,2017-04-24
PAY-1463,PLY-488,TXN-PAY-1463,received,2018-12-26
PAY-1464,PLY-488,TXN-PAY-1464,received,2015-11-03
PAY-1465,PLY-488,TXN-PAY-1465,notreceived,2017-03-04
PAY-1466,PLY-489,TXN-PAY-1466,received,2015-01-16
PAY-1467,PLY-489,TXN-PAY-1467,received,2016-06-21
PAY-1468,PLY-489,TXN-PAY-1468,notreceived,2015-04-12
PAY-1469,PLY-490,TXN-PAY-1469,received,2015-09-07
PAY-1470,PLY-490,TXN-PAY-1470,notreceived,2018-01-25
PAY-1471,PLY-490,TXN-PAY-1471,notreceived,2017-11-03
PAY-1472,PLY-491,TXN-PAY-1472,received,2018-10-24
PAY-1473,PLY-491,TXN-PAY-1473,notreceived,2015-05-15
PAY-1474,PLY-491,TXN-PAY-1474,received,2016-10-03
PAY-1475,PLY-492,TXN-PAY-1475,received,2016-12-14
PAY-1476,PLY-492,TXN-PAY-1476,received,2018-05-30
PAY-1477,PLY-492,TXN-PAY-1477,received,2016-11-11
PAY-1478,PLY-493,TXN-PAY-1478,received,2018-12-16
PAY-1479,PLY-493,TXN-PAY-1479,notreceived,2015-07-19
PAY-1480,PLY-493,TXN-PAY-1480,received,2015-08-20
PAY-1481,PLY-494,TXN-PAY-1481,received,2016-07-18
PAY-1482,PLY-494,TXN-PAY-1482,received,2017-02-02
PAY-1483,PLY-494,TXN-PAY-1483,received,2016-10-13
PAY-1484,PLY-495,TXN-PAY-1484,received,2017-09-18
PAY-1485,PLY-495,TXN-PAY-1485,notreceived,2017-12-12
PAY-1486,PLY-495,TXN-PAY-1486,notreceived,2018-02-07
PAY-1487,PLY-496,TXN-PAY-1487,received,2017-05-27
PAY-1488,PLY-496,TXN-PAY-1488,received,2018-05-23
PAY-1489,PLY-496,TXN-PAY-1489,notreceived,2015-02-02
PAY-1490,PLY-497,TXN-PAY-1490,notreceived,2016-05-30
PAY-1491,PLY-497,TXN-PAY-1491,received,2015-11-14
PAY-1492,PLY-497,TXN-PAY-1492,received,2017-09-12
PAY-1493,PLY-498,TXN-PAY-1493,received,2018-01-03
PAY-1494,PLY-498,TXN-PAY-1494,notreceived,2015-07-11
PAY-1495,PLY-498,TXN-PAY-1495,notreceived,2015-05-16
PAY-1496,PLY-499,TXN-PAY-1496,received,2016-05-01
PAY-1497,PLY-499,TXN-PAY-1497,received,2017-06-14
PAY-1498,PLY-499,TXN-PAY-1498,received,2016-09-11
PAY-1499,PLY-500,TXN-PAY-1499,received,2017-12-08
PAY-1500,PLY-500,TXN-PAY-1500,received,2018-08-14
PAY-1501,PLY-500,TXN-PAY-1501,notreceived,2015-08-14
PAY-1502,PLY-501,TXN-PAY-1502,notreceived,2018-08-26
PAY-1503,PLY-501,TXN-PAY-1503,received,2015-07-24
PAY-1504,PLY-501,TXN-PAY-1504,received,2017-12-30
PAY-1505,PLY-502,TXN-PAY-1505,received,2016-08-06
PAY-1506,PLY-502,TXN-PAY-1506,notreceived,2015-10-18
PAY-1507,PLY-502,TXN-PAY-1507,received,2015-06-29
PAY-1508,PLY-503,TXN-PAY-1508,notreceived,2016-09-30
PAY-1509,PLY-503,TXN-PAY-1509,received,2018-11-25
PAY-1510,PLY-503,TXN-PAY-1510,received,2016-04-08
PAY-1511,PLY-504,TXN-PAY-1511,received,2017-10-25
PAY-1512,PLY-504,TXN-PAY-1512,received,2017-08-07
PAY-1513,PLY-504,TXN-PAY-1513,received,2016-06-05
PAY-1514,PLY-505,TXN-PAY-1514,received,2017-12-23
PAY-1515,PLY-505,TXN-PAY-1515,received,2015-05-16
PAY-1516,PLY-505,TXN-PAY-1516,received,2017-02-08
PAY-1517,PLY-506,TXN-PAY-1517,received,2018-08-31
PAY-1518,PLY-506,TXN-PAY-1518,received,2015-09-14
PAY-1519,PLY-506,TXN-PAY-1519,received,2017-06-16
PAY-1520,PLY-507,TXN-PAY-1520,received,2017-07-10
PAY-1521,PLY-507,TXN-PAY-1521,received,2017-09-28
PAY-1522,PLY-507,TXN-PAY-1522,received,2015-11-05
PAY-1523,PLY-508,TXN-PAY-1523,received,2017-02-28
PAY-1524,PLY-508,TXN-PAY-1524,notreceived,2017-11-14
PAY-1525,PLY-508,TXN-PAY-1525,notreceived,2015-11-06
PAY-1526,PLY-509,TXN-PAY-1526,received,2016-09-30
PAY-1527,PLY-509,TXN-PAY-1527,received,2017-02-12
PAY-1528,PLY-509,TXN-PAY-1528,received,2018-05-03
PAY-1529,PLY-510,TXN-PAY-1529,received,2018-09-18
PAY-1530,PLY-510,TXN-PAY-1530,received,2017-10-15
PAY-1531,PLY-510,TXN-PAY-1531,received,2017-08-26
PAY-1532,PLY-511,TXN-PAY-1532,received,2018-01-18
PAY-1533,PLY-511,TXN-PAY-1533,notreceived,2015-11-11
PAY-1534,PLY-511,TXN-PAY-1534,received,2018-11-08
PAY-1535,PLY-512,TXN-PAY-1535,received,2016-12-06
PAY-1536,PLY-512,TXN-PAY-1536,received,2015-03-18
PAY-1537,PLY-512,TXN-PAY-1537,received,2016-10-19
PAY-1538,PLY-513,TXN-PAY-1538,received,2017-05-22
PAY-1539,PLY-513,TXN-PAY-1539,notreceived,2018-12-03
PAY-1540,PLY-513,TXN-PAY-1540,received,2017-06-04
PAY-1541,PLY-514,TXN-PAY-1541,received,2016-10-13
PAY-1542,PLY-514,TXN-PAY-1542,received,2018-09-01
PAY-1543,PLY-514,TXN-PAY-1543,received,2016-01-09
PAY-1544,PLY-515,TXN-PAY-1544,received,2015-03-13
PAY-1545,PLY-515,TXN-PAY-1545,received,2018-04-15
PAY-1546,PLY-515,TXN-PAY-1546,notreceived,2015-05-03
PAY-1547,PLY-516,TXN-PAY-1547,received,2016-03-28
PAY-1548,PLY-516,TXN-PAY-1548,notreceived,2017-12-05
PAY-1549,PLY-516,TXN-PAY-1549,received,2018-03-07
PAY-1550,PLY-517,TXN-PAY-1550,received,2015-03-13
PAY-1551,PLY-517,TXN-PAY-1551,notreceived,2018-02-26
PAY-1552,PLY-517,TXN-PAY-1552,received,2016-11-22
PAY-1553,PLY-518,TXN-PAY-1553,received,2015-10-22
PAY-1554,PLY-518,TXN-PAY-1554,notreceived,2016-05-11
PAY-1555,PLY-518,TXN-PAY-1555,received,2017-09-30
PAY-1556,PLY-519,TXN-PAY-1556,received,2017-04-09
PAY-1557,PLY-519,TXN-PAY-1557,received,2016-07-18
PAY-1558,PLY-519,TXN-PAY-1558,received,2016-12-30
PAY-1559,PLY-520,TXN-PAY-1559,received,2018-11-03
PAY-1560,PLY-520,TXN-PAY-1560,received,2015-09-12
PAY-1561,PLY-520,TXN-PAY-1561,received,2016-08-24
PAY-1562,PLY-521,TXN-PAY-1562,received,2015-05-23
PAY-1563,PLY-521,TXN-PAY-1563,received,2018-03-21
PAY-1564,PLY-521,TXN-PAY-1564,received,2015-10-08
PAY-1565,PLY-522,TXN-PAY-1565,received,2016-01-23
PAY-1566,PLY-522,TXN-PAY-1566,received,2015-08-16
PAY-1567,PLY-522,TXN-PAY-1567,received,2018-02-14
PAY-1568,PLY-523,TXN-PAY-1568,received,2015-08-12
PAY-1569,PLY-523,TXN-PAY-1569,received,2018-02-23
PAY-1570,PLY-523,TXN-PAY-1570,received,2015-03-21
PAY-1571,PLY-524,TXN-PAY-1571,received,2015-05-27
PAY-1572,PLY-524,TXN-PAY-1572,notreceived,2016-08-21
PAY-1573,PLY-524,TXN-PAY-1573,notreceived,2017-01-16
PAY-1574,PLY-525,TXN-PAY-1574,received,2015-08-27
PAY-1575,PLY-525,TXN-PAY-1575,received,2016-12-16
PAY-1576,PLY-525,TXN-PAY-1576,notreceived,2015-09-22
PAY-1577,PLY-526,TXN-PAY-1577,received,2016-10-05
PAY-1578,PLY-526,TXN-PAY-1578,received,2018-08-27
PAY-1579,PLY-526,TXN-PAY-1579,received,2015-01-09
PAY-1580,PLY-527,TXN-PAY-1580,received,2015-05-06
PAY-1581,PLY-527,TXN-PAY-1581,received,2015-03-18
PAY-1582,PLY-527,TXN-PAY-1582,received,2016-07-22
PAY-1583,PLY-528,TXN-PAY-1583,notreceived,2017-03-08
PAY-1584,PLY-528,TXN-PAY-1584,notreceived,2017-02-23
PAY-1585,PLY-528,TXN-PAY-1585,received,2015-10-21
PAY-1586,PLY-529,TXN-PAY-1586,received,2015-08-14
PAY-1587,PLY-529,TXN-PAY-1587,received,2018-12-27
PAY-1588,PLY-529,TXN-PAY-1588,notreceived,2015-06-21
PAY-1589,PLY-530,TXN-PAY-1589,received,2015-11-01
PAY-1590,PLY-530,TXN-PAY-1590,notreceived,2018-10-20
PAY-1591,PLY-530,TXN-PAY-1591,received,2018-02-18
PAY-1592,PLY-531,TXN-PAY-1592,received,2015-10-23
PAY-1593,PLY-531,TXN-PAY-1593,notreceived,2017-03-21
PAY-1594,PLY-531,TXN-PAY-1594,received,2015-04-14
PAY-1595,PLY-532,TXN-PAY-1595,received,2016-11-30
PAY-1596,PLY-532,TXN-PAY-1596,received,2016-07-31
PAY-1597,PLY-532,TXN-PAY-1597,received,2017-01-01
PAY-1598,PLY-533,TXN-PAY-1598,notreceived,2016-05-11
PAY-1599,PLY-533,TXN-PAY-1599,received,2015-12-15
PAY-1600,PLY-533,TXN-PAY-1600,received,2017-12-03
PAY-1601,PLY-534,TXN-PAY-1601,received,2016-12-01
PAY-1602,PLY-534,TXN-PAY-1602,received,2015-04-19
PAY-1603,PLY-534,TXN-PAY-1603,received,2016-09-27
PAY-1604,PLY-535,TXN-PAY-1604,received,2016-09-25
PAY-1605,PLY-535,TXN-PAY-1605,received,2015-05-13
PAY-1606,PLY-535,TXN-PAY-1606,received,2017-09-11
PAY-1607,PLY-536,TXN-PAY-1607,notreceived,2018-04-28
PAY-1608,PLY-536,TXN-PAY-1608,received,2017-06-03
PAY-1609,PLY-536,TXN-PAY-1609,received,2016-05-10
PAY-1610,PLY-537,TXN-PAY-1610,received,2015-02-17
PAY-1611,PLY-537,TXN-PAY-1611,notreceived,2017-04-25
PAY-1612,PLY-537,TXN-PAY-1612,received,2018-02-05
PAY-1613,PLY-538,TXN-PAY-1613,received,2018-10-30
PAY-1614,PLY-538,TXN-PAY-1614,notreceived,2016-01-09
PAY-1615,PLY-538,TXN-PAY-1615,received,2018-01-03
PAY-1616,PLY-539,TXN-PAY-1616,received,2018-12-11
PAY-1617,PLY-539,TXN-PAY-1617,received,2018-05-15
PAY-1618,PLY-539,TXN-PAY-1618,received,2018-04-23
PAY-1619,PLY-540,TXN-PAY-1619,received,2018-12-20
PAY-1620,PLY-540,TXN-PAY-1620,received,2017-07-20
PAY-1621,PLY-540,TXN-PAY-1621,received,2015-08-02
PAY-1622,PLY-541,TXN-PAY-1622,received,2016-01-11
PAY-1623,PLY-541,TXN-PAY-1623,received,2017-10-25
PAY-1624,PLY-541,TXN-PAY-1624,received,2016-01-02
PAY-1625,PLY-542,TXN-PAY-1625,received,2018-04-06
PAY-1626,PLY-542,TXN-PAY-1626,received,2018-02-24
PAY-1627,PLY-542,TXN-PAY-1627,received,2017-01-23
PAY-1628,PLY-543,TXN-PAY-1628,received,2016-04-25
PAY-1629,PLY-543,TXN-PAY-1629,received,2015-10-11
PAY-1630,PLY-543,TXN-PAY-1630,received,2017-09-10
PAY-1631,PLY-544,TXN-PAY-1631,received,2017-02-22
PAY-1632,PLY-544,TXN-PAY-1632,received,2015-12-01
PAY-1633,PLY-544,TXN-PAY-1633,received,2017-06-15
PAY-1634,PLY-545,TXN-PAY-1634,received,2017-05-29
PAY-1635,PLY-545,TXN-PAY-1635,received,2015-02-02
PAY-1636,PLY-545,TXN-PAY-1636,received,2015-12-10
PAY-1637,PLY-546,TXN-PAY-1637,received,2017-03-05
PAY-1638,PLY-546,TXN-PAY-1638,received,2015-04-08
PAY-1639,PLY-546,TXN-PAY-1639,notreceived,2018-10-09
PAY-1640,PLY-547,TXN-PAY-1640,received,2017-01-11
PAY-1641,PLY-547,TXN-PAY-1641,received,2015-04-26
PAY-1642,PLY-547,TXN-PAY-1642,notreceived,2015-05-03
PAY-1643,PLY-548,TXN-PAY-1643,received,2018-01-10
PAY-1644,PLY-548,TXN-PAY-1644,received,2016-08-21
PAY-1645,PLY-548,TXN-PAY-1645,received,2017-12-19
PAY-1646,PLY-549,TXN-PAY-1646,received,2016-11-08
PAY-1647,PLY-549,TXN-PAY-1647,received,2017-02-03
PAY-1648,PLY-549,TXN-PAY-1648,received,2017-02-14
PAY-1649,PLY-550,TXN-PAY-1649,received,2018-11-16
PAY-1650,PLY-550,TXN-PAY-1650,notreceived,2017-01-12
PAY-1651,PLY-550,TXN-PAY-1651,received,2017-04-17
PAY-1652,PLY-551,TXN-PAY-1652,received,2016-10-08
PAY-1653,PLY-551,TXN-PAY-1653,received,2016-07-28
PAY-1654,PLY-551,TXN-PAY-1654,received,2016-06-03
PAY-1655,PLY-552,TXN-PAY-1655,received,2015-05-16
PAY-1656,PLY-552,TXN-PAY-1656,received,2015-03-28
PAY-1657,PLY-552,TXN-PAY-1657,received,2015-05-10
PAY-1658,PLY-553,TXN-PAY-1658,received,2017-10-06
PAY-1659,PLY-553,TXN-PAY-1659,notreceived,2017-03-04
PAY-1660,PLY-553,TXN-PAY-1660,received,2017-03-29
PAY-1661,PLY-554,TXN-PAY-1661,received,2016-04-01
PAY-1662,PLY-554,TXN-PAY-1662,received,2015-01-01
PAY-1663,PLY-554,TXN-PAY-1663,received,2017-08-15
PAY-1664,PLY-555,TXN-PAY-1664,notreceived,2018-12-26
PAY-1665,PLY-555,TXN-PAY-1665,received,2018-03-01
PAY-1666,PLY-555,TXN-PAY-1666,received,2017-05-27
PAY-1667,PLY-556,TXN-PAY-1667,received,2017-06-26
PAY-1668,PLY-556,TXN-PAY-1668,notreceived,2018-07-05
PAY-1669,PLY-556,TXN-PAY-1669,received,2015-08-31
PAY-1670,PLY-557,TXN-PAY-1670,received,2015-08-03
PAY-1671,PLY-557,TXN-PAY-1671,received,2016-07-22
PAY-1672,PLY-557,TXN-PAY-1672,notreceived,2015-08-12
PAY-1673,PLY-558,TXN-PAY-1673,received,2016-04-15
PAY-1674,PLY-558,TXN-PAY-1674,received,2015-08-07
PAY-1675,PLY-558,TXN-PAY-1675,received,2017-12-27
PAY-1676,PLY-559,TXN-PAY-1676,received,2015-10-24
PAY-1677,PLY-559,TXN-PAY-1677,received,2018-04-16
PAY-1678,PLY-559,TXN-PAY-1678,notreceived,2016-07-29
PAY-1679,PLY-560,TXN-PAY-1679,received,2017-12-31
PAY-1680,PLY-560,TXN-PAY-1680,received,2016-11-03
PAY-1681,PLY-560,TXN-PAY-1681,received,2018-07-04
PAY-1682,PLY-561,TXN-PAY-1682,received,2016-07-12
PAY-1683,PLY-561,TXN-PAY-1683,received,2018-09-12
PAY-1684,PLY-561,TXN-PAY-1684,received,2016-12-14
PAY-1685,PLY-562,TXN-PAY-1685,received,2017-05-08
PAY-1686,PLY-562,TXN-PAY-1686,received,2018-05-18
PAY-1687,PLY-562,TXN-PAY-1687,received,2015-04-14
PAY-1688,PLY-563,TXN-PAY-1688,received,2015-06-25
PAY-1689,PLY-563,TXN-PAY-1689,received,2017-07-26
PAY-1690,PLY-563,TXN-PAY-1690,received,2018-10-27
PAY-1691,PLY-564,TXN-PAY-1691,received,2015-03-05
PAY-1692,PLY-564,TXN-PAY-1692,received,2016-11-02
PAY-1693,PLY-564,TXN-PAY-1693,received,2018-06-13
PAY-1694,PLY-565,TXN-PAY-1694,received,2018-12-17
PAY-1695,PLY-565,TXN-PAY-1695,received,2017-11-09
PAY-1696,PLY-565,TXN-PAY-1696,received,2018-09-10
PAY-1697,PLY-566,TXN-PAY-1697,received,2018-08-18
PAY-1698,PLY-566,TXN-PAY-1698,received,2016-05-17
PAY-1699,PLY-566,TXN-PAY-1699,received,2016-07-11
PAY-1700,PLY-567,TXN-PAY-1700,received,2015-06-13
PAY-1701,PLY-567,TXN-PAY-1701,received,2017-11-11
PAY-1702,PLY-567,TXN-PAY-1702,received,2015-06-10
PAY-1703,PLY-568,TXN-PAY-1703,received,2018-06-03
PAY-1704,PLY-568,TXN-PAY-1704,received,2016-03-29
PAY-1705,PLY-568,TXN-PAY-1705,received,2015-07-27
PAY-1706,PLY-569,TXN-PAY-1706,received,2018-05-17
PAY-1707,PLY-569,TXN-PAY-1707,notreceived,2017-03-30
PAY-1708,PLY-569,TXN-PAY-1708,received,2017-08-14
PAY-1709,PLY-570,TXN-PAY-1709,notreceived,2015-02-02
PAY-1710,PLY-570,TXN-PAY-1710,received,2016-10-08
PAY-1711,PLY-570,TXN-PAY-1711,received,2015-05-03
PAY-1712,PLY-571,TXN-PAY-1712,received,2016-04-07
PAY-1713,PLY-571,TXN-PAY-1713,notreceived,2017-11-13
PAY-1714,PLY-571,TXN-PAY-1714,notreceived,2018-12-22
PAY-1715,PLY-572,TXN-PAY-1715,received,2015-12-03
PAY-1716,PLY-572,TXN-PAY-1716,received,2015-12-22
PAY-1717,PLY-572,TXN-PAY-1717,notreceived,2015-06-16
PAY-1718,PLY-573,TXN-PAY-1718,received,2018-08-24
PAY-1719,PLY-573,TXN-PAY-1719,received,2016-08-03
PAY-1720,PLY-573,TXN-PAY-1720,received,2017-01-17
PAY-1721,PLY-574,TXN-PAY-1721,received,2016-08-19
