compliantid,policyid,transactionref,description,status,datetime
COM-1067,PLY-267,TXN-COM-1067,Change of contact number,resolved,2016-02-22
COM-1068,PLY-267,TXN-COM-1068,Online portal not working,resolved,2016-07-23
COM-1069,PLY-267,TXN-COM-1069,Renewal intimation letter not received,rejected,2015-08-22
COM-1070,PLY-268,TXN-COM-1070,Renewal intimation letter not received,resolved,2016-07-11
COM-1071,PLY-268,TXN-COM-1071,Portal stuck in middle,rejected,2018-03-10
COM-1072,PLY-268,TXN-COM-1072,Online portal not working,resolved,2018-06-06
COM-1073,PLY-268,TXN-COM-1073,Change of mailing address,resolved,2015-11-26
COM-1074,PLY-268,TXN-COM-1074,Online portal not working,resolved,2016-09-14
COM-1075,PLY-269,TXN-COM-1075,Change of contact number,resolved,2016-02-09
COM-1076,PLY-269,TXN-COM-1076,Change of contact number,resolved,2017-05-31
COM-1077,PLY-269,TXN-COM-1077,Change of mailing address,rejected,2015-08-25
COM-1078,PLY-270,TXN-COM-1078,Portal access,rejected,2018-11-19
COM-1079,PLY-270,TXN-COM-1079,Change of mailing address,rejected,2015-08-06
COM-1080,PLY-270,TXN-COM-1080,Portal stuck in middle,resolved,2016-12-06
COM-1081,PLY-270,TXN-COM-1081,Portal access,rejected,2016-11-19
COM-1082,PLY-270,TXN-COM-1082,Online portal not working,rejected,2016-11-29
COM-1083,PLY-271,TXN-COM-1083,Online portal not working,resolved,2018-07-09
COM-1084,PLY-271,TXN-COM-1084,Portal access,resolved,2015-11-09
COM-1085,PLY-271,TXN-COM-1085,Change of mailing address,rejected,2016-03-03
COM-1086,PLY-272,TXN-COM-1086,Portal stuck in middle,rejected,2017-08-27
COM-1087,PLY-272,TXN-COM-1087,Change of contact number,resolved,2016-11-17
COM-1088,PLY-272,TXN-COM-1088,Change of mailing address,resolved,2018-08-17
COM-1089,PLY-272,TXN-COM-1089,Online portal not working,resolved,2016-07-10
COM-1090,PLY-272,TXN-COM-1090,Portal stuck in middle,resolved,2015-01-09
COM-1091,PLY-273,TXN-COM-1091,Online portal not working,resolved,2017-09-17
COM-1092,PLY-273,TXN-COM-1092,Portal stuck in middle,resolved,2015-05-18
COM-1093,PLY-273,TXN-COM-1093,Renewal intimation letter not received,resolved,2016-04-27
COM-1094,PLY-274,TXN-COM-1094,Change of contact number,resolved,2018-10-11
COM-1095,PLY-274,TXN-COM-1095,Online portal not working,resolved,2015-11-16
COM-1096,PLY-274,TXN-COM-1096,Online portal not working,resolved,2015-02-05
COM-1097,PLY-274,TXN-COM-1097,Change of contact number,resolved,2018-02-09
COM-1098,PLY-274,TXN-COM-1098,Portal stuck in middle,resolved,2016-12-21
COM-1099,PLY-275,TXN-COM-1099,Change of mailing address,resolved,2018-12-02
COM-1100,PLY-275,TXN-COM-1100,Portal stuck in middle,resolved,2016-10-20
COM-1101,PLY-275,TXN-COM-1101,Change of contact number,resolved,2015-04-03
COM-1102,PLY-276,TXN-COM-1102,Online portal not working,rejected,2016-10-25
COM-1103,PLY-276,TXN-COM-1103,Renewal intimation letter not received,resolved,2015-10-25
COM-1104,PLY-276,TXN-COM-1104,Online portal not working,resolved,2015-01-22
COM-1105,PLY-276,TXN-COM-1105,Portal stuck in middle,resolved,2018-03-08
COM-1106,PLY-276,TXN-COM-1106,Portal stuck in middle,resolved,2016-04-22
COM-1107,PLY-277,TXN-COM-1107,Online portal not working,rejected,2015-12-02
COM-1108,PLY-277,TXN-COM-1108,Portal access,resolved,2015-04-07
COM-1109,PLY-277,TXN-COM-1109,Change of mailing address,rejected,2017-11-01
COM-1110,PLY-278,TXN-COM-1110,Change of mailing address,resolved,2018-05-09
COM-1111,PLY-278,TXN-COM-1111,Portal access,resolved,2015-01-16
COM-1112,PLY-278,TXN-COM-1112,Portal stuck in middle,resolved,2016-04-06
COM-1113,PLY-278,TXN-COM-1113,Change of contact number,resolved,2015-12-30
COM-1114,PLY-278,TXN-COM-1114,Portal stuck in middle,resolved,2017-05-31
COM-1115,PLY-279,TXN-COM-1115,Change of mailing address,resolved,2018-06-12
COM-1116,PLY-279,TXN-COM-1116,Portal stuck in middle,resolved,2015-04-16
COM-1117,PLY-279,TXN-COM-1117,Portal access,resolved,2017-09-30
COM-1118,PLY-280,TXN-COM-1118,Renewal intimation letter not received,rejected,2018-03-05
COM-1119,PLY-280,TXN-COM-1119,Portal access,resolved,2018-06-27
COM-1120,PLY-280,TXN-COM-1120,Change of contact number,resolved,2018-01-12
COM-1121,PLY-280,TXN-COM-1121,Change of contact number,resolved,2017-11-01
COM-1122,PLY-280,TXN-COM-1122,Renewal intimation letter not received,resolved,2016-09-29
COM-1123,PLY-281,TXN-COM-1123,Change of mailing address,resolved,2017-09-23
COM-1124,PLY-281,TXN-COM-1124,Renewal intimation letter not received,resolved,2017-08-15
COM-1125,PLY-281,TXN-COM-1125,Renewal intimation letter not received,resolved,2018-06-24
COM-1126,PLY-282,TXN-COM-1126,Change of mailing address,rejected,2015-08-23
COM-1127,PLY-282,TXN-COM-1127,Change of contact number,resolved,2018-09-13
COM-1128,PLY-282,TXN-COM-1128,Renewal intimation letter not received,resolved,2016-03-19
COM-1129,PLY-282,TXN-COM-1129,Online portal not working,resolved,2015-10-22
COM-1130,PLY-282,TXN-COM-1130,Portal access,resolved,2018-08-24
COM-1131,PLY-283,TXN-COM-1131,Portal stuck in middle,resolved,2015-07-02
COM-1132,PLY-283,TXN-COM-1132,Portal access,resolved,2017-05-30
COM-1133,PLY-283,TXN-COM-1133,Portal stuck in middle,resolved,2017-05-26
COM-1134,PLY-284,TXN-COM-1134,Portal stuck in middle,rejected,2018-03-17
COM-1135,PLY-284,TXN-COM-1135,Portal stuck in middle,resolved,2017-05-03
COM-1136,PLY-284,TXN-COM-1136,Portal access,resolved,2018-07-06
COM-1137,PLY-284,TXN-COM-1137,Portal stuck in middle,resolved,2017-09-22
COM-1138,PLY-284,TXN-COM-1138,Portal stuck in middle,resolved,2018-05-04
COM-1139,PLY-285,TXN-COM-1139,Portal stuck in middle,resolved,2018-07-16
COM-1140,PLY-285,TXN-COM-1140,Portal access,rejected,2015-01-04
COM-1141,PLY-285,TXN-COM-1141,Portal stuck in middle,resolved,2016-01-03
COM-1142,PLY-286,TXN-COM-1142,Change of contact number,resolved,2016-02-05
COM-1143,PLY-286,TXN-COM-1143,Change of contact number,resolved,2016-09-18
COM-1144,PLY-286,TXN-COM-1144,Change of contact number,resolved,2015-03-06
COM-1145,PLY-286,TXN-COM-1145,Online portal not working,rejected,2018-08-10
COM-1146,PLY-286,TXN-COM-1146,Portal access,resolved,2018-03-05
COM-1147,PLY-287,TXN-COM-1147,Change of mailing address,resolved,2015-10-15
COM-1148,PLY-287,TXN-COM-1148,Renewal intimation letter not received,rejected,2018-02-15
COM-1149,PLY-287,TXN-COM-1149,Change of contact number,rejected,2016-03-18
COM-1150,PLY-288,TXN-COM-1150,Renewal intimation letter not received,resolved,2018-12-15
COM-1151,PLY-288,TXN-COM-1151,Renewal intimation letter not received,resolved,2015-09-16
COM-1152,PLY-288,TXN-COM-1152,Change of contact number,rejected,2015-08-25
COM-1153,PLY-288,TXN-COM-1153,Online portal not working,resolved,2017-11-16
COM-1154,PLY-288,TXN-COM-1154,Online portal not working,resolved,2016-09-23
COM-1155,PLY-289,TXN-COM-1155,Renewal intimation letter not received,resolved,2015-07-14
COM-1156,PLY-289,TXN-COM-1156,Change of mailing address,resolved,2017-01-16
COM-1157,PLY-289,TXN-COM-1157,Change of mailing address,resolved,2018-05-13
COM-1158,PLY-290,TXN-COM-1158,Portal stuck in middle,rejected,2016-02-11
COM-1159,PLY-290,TXN-COM-1159,Online portal not working,rejected,2015-04-24
COM-1160,PLY-290,TXN-COM-1160,Change of mailing address,resolved,2016-08-25
COM-1161,PLY-290,TXN-COM-1161,Renewal intimation letter not received,rejected,2017-08-07
COM-1162,PLY-290,TXN-COM-1162,Portal access,resolved,2016-02-11
COM-1163,PLY-291,TXN-COM-1163,Change of contact number,resolved,2017-03-22
COM-1164,PLY-291,TXN-COM-1164,Portal access,resolved,2018-05-20
COM-1165,PLY-291,TXN-COM-1165,Portal stuck in middle,resolved,2017-09-07
COM-1166,PLY-292,TXN-COM-1166,Online portal not working,resolved,2018-03-05
COM-1167,PLY-292,TXN-COM-1167,Online portal not working,resolved,2017-01-01
COM-1168,PLY-292,TXN-COM-1168,Renewal intimation letter not received,resolved,2016-07-27
COM-1169,PLY-292,TXN-COM-1169,Renewal intimation letter not received,resolved,2017-07-14
COM-1170,PLY-292,TXN-COM-1170,Renewal intimation letter not received,resolved,2016-08-15
COM-1171,PLY-293,TXN-COM-1171,Portal access,resolved,2018-01-15
COM-1172,PLY-293,TXN-COM-1172,Portal access,resolved,2015-10-21
COM-1173,PLY-293,TXN-COM-1173,Change of mailing address,resolved,2017-09-12
COM-1174,PLY-294,TXN-COM-1174,Change of contact number,resolved,2015-09-06
COM-1175,PLY-294,TXN-COM-1175,Online portal not working,resolved,2015-08-08
COM-1176,PLY-294,TXN-COM-1176,Change of contact number,resolved,2016-05-05
COM-1177,PLY-294,TXN-COM-1177,Portal stuck in middle,rejected,2017-05-30
COM-1178,PLY-294,TXN-COM-1178,Portal access,resolved,2018-03-26
COM-1179,PLY-295,TXN-COM-1179,Online portal not working,resolved,2017-08-23
COM-1180,PLY-295,TXN-COM-1180,Portal stuck in middle,resolved,2018-08-15
COM-1181,PLY-295,TXN-COM-1181,Online portal not working,resolved,2018-10-17
COM-1182,PLY-296,TXN-COM-1182,Portal access,rejected,2016-08-20
COM-1183,PLY-296,TXN-COM-1183,Change of mailing address,resolved,2016-06-01
COM-1184,PLY-296,TXN-COM-1184,Change of mailing address,resolved,2018-11-11
COM-1185,PLY-296,TXN-COM-1185,Renewal intimation letter not received,resolved,2017-03-21
COM-1186,PLY-296,TXN-COM-1186,Portal stuck in middle,resolved,2015-02-07
COM-1187,PLY-297,TXN-COM-1187,Change of contact number,resolved,2016-02-29
COM-1188,PLY-297,TXN-COM-1188,Portal stuck in middle,resolved,2016-01-04
COM-1189,PLY-297,TXN-COM-1189,Portal access,resolved,2017-03-07
COM-1190,PLY-298,TXN-COM-1190,Portal access,resolved,2017-08-23
COM-1191,PLY-298,TXN-COM-1191,Change of contact number,rejected,2018-04-22
COM-1192,PLY-298,TXN-COM-1192,Portal access,resolved,2017-12-06
COM-1193,PLY-298,TXN-COM-1193,Change of mailing address,resolved,2018-03-27
COM-1194,PLY-298,TXN-COM-1194,Change of contact number,resolved,2017-12-22
COM-1195,PLY-299,TXN-COM-1195,Portal access,rejected,2018-10-08
COM-1196,PLY-299,TXN-COM-1196,Change of mailing address,resolved,2016-12-29
COM-1197,PLY-299,TXN-COM-1197,Portal stuck in middle,resolved,2017-08-25
COM-1198,PLY-300,TXN-COM-1198,Online portal not working,resolved,2016-05-28
COM-1199,PLY-300,TXN-COM-1199,Change of mailing address,resolved,2016-04-17
COM-1200,PLY-300,TXN-COM-1200,Change of mailing address,resolved,2018-05-10
COM-1201,PLY-300,TXN-COM-1201,Change of mailing address,resolved,2016-10-18
COM-1202,PLY-300,TXN-COM-1202,Renewal intimation letter not received,resolved,2017-03-20
COM-1203,PLY-301,TXN-COM-1203,Online portal not working,resolved,2017-08-24
COM-1204,PLY-301,TXN-COM-1204,Portal access,resolved,2017-06-24
COM-1205,PLY-301,TXN-COM-1205,Renewal intimation letter not received,rejected,2018-07-31
COM-1206,PLY-302,TXN-COM-1206,Portal access,resolved,2016-01-30
COM-1207,PLY-302,TXN-COM-1207,Change of contact number,rejected,2016-09-08
COM-1208,PLY-302,TXN-COM-1208,Change of mailing address,resolved,2018-06-03
COM-1209,PLY-302,TXN-COM-1209,Portal stuck in middle,resolved,2015-12-10
COM-1210,PLY-302,TXN-COM-1210,Portal stuck in middle,resolved,2018-09-11
COM-1211,PLY-303,TXN-COM-1211,Portal stuck in middle,resolved,2015-05-26
COM-1212,PLY-303,TXN-COM-1212,Portal stuck in middle,resolved,2015-01-25
COM-1213,PLY-303,TXN-COM-1213,Online portal not working,resolved,2016-11-18
COM-1214,PLY-304,TXN-COM-1214,Change of mailing address,resolved,2015-10-20
COM-1215,PLY-304,TXN-COM-1215,Change of mailing address,resolved,2017-12-16
COM-1216,PLY-304,TXN-COM-1216,Renewal intimation letter not received,resolved,2015-10-24
COM-1217,PLY-304,TXN-COM-1217,Portal access,resolved,2015-04-03
COM-1218,PLY-304,TXN-COM-1218,Portal access,resolved,2018-11-22
COM-1219,PLY-305,TXN-COM-1219,Change of contact number,resolved,2016-02-10
COM-1220,PLY-305,TXN-COM-1220,Renewal intimation letter not received,resolved,2016-10-28
COM-1221,PLY-305,TXN-COM-1221,Change of contact number,resolved,2017-09-30
COM-1222,PLY-306,TXN-COM-1222,Renewal intimation letter not received,resolved,2016-05-18
COM-1223,PLY-306,TXN-COM-1223,Change of mailing address,resolved,2017-01-30
COM-1224,PLY-306,TXN-COM-1224,Change of contact number,resolved,2016-01-22
COM-1225,PLY-306,TXN-COM-1225,Change of mailing address,resolved,2017-04-26
COM-1226,PLY-306,TXN-COM-1226,Change of mailing address,resolved,2018-06-10
COM-1227,PLY-307,TXN-COM-1227,Change of mailing address,resolved,2018-01-05
COM-1228,PLY-307,TXN-COM-1228,Portal stuck in middle,resolved,2017-09-08
COM-1229,PLY-307,TXN-COM-1229,Renewal intimation letter not received,resolved,2018-12-28
COM-1230,PLY-308,TXN-COM-1230,Portal stuck in middle,rejected,2016-05-07
COM-1231,PLY-308,TXN-COM-1231,Portal access,rejected,2017-03-30
COM-1232,PLY-308,TXN-COM-1232,Online portal not working,resolved,2017-05-11
COM-1233,PLY-308,TXN-COM-1233,Online portal not working,resolved,2016-01-06
COM-1234,PLY-308,TXN-COM-1234,Change of mailing address,resolved,2016-02-29
COM-1235,PLY-309,TXN-COM-1235,Change of mailing address,resolved,2016-11-01
COM-1236,PLY-309,TXN-COM-1236,Online portal not working,rejected,2018-01-21
COM-1237,PLY-309,TXN-COM-1237,Portal access,resolved,2017-06-24
COM-1238,PLY-310,TXN-COM-1238,Change of contact number,resolved,2015-09-01
COM-1239,PLY-310,TXN-COM-1239,Renewal intimation letter not received,resolved,2015-12-31
COM-1240,PLY-310,TXN-COM-1240,Portal access,rejected,2016-08-16
COM-1241,PLY-310,TXN-COM-1241,Renewal intimation letter not received,rejected,2015-12-29
COM-1242,PLY-310,TXN-COM-1242,Portal stuck in middle,resolved,2017-06-14
COM-1243,PLY-311,TXN-COM-1243,Portal access,resolved,2017-03-08
COM-1244,PLY-311,TXN-COM-1244,Online portal not working,rejected,2015-05-23
COM-1245,PLY-311,TXN-COM-1245,Online portal not working,rejected,2018-08-22
COM-1246,PLY-312,TXN-COM-1246,Renewal intimation letter not received,rejected,2015-03-27
COM-1247,PLY-312,TXN-COM-1247,Portal stuck in middle,rejected,2015-12-16
COM-1248,PLY-312,TXN-COM-1248,Portal access,resolved,2015-08-18
COM-1249,PLY-312,TXN-COM-1249,Renewal intimation letter not received,resolved,2015-12-17
COM-1250,PLY-312,TXN-COM-1250,Portal stuck in middle,resolved,2016-03-10
COM-1251,PLY-313,TXN-COM-1251,Online portal not working,resolved,2018-10-21
COM-1252,PLY-313,TXN-COM-1252,Renewal intimation letter not received,resolved,2018-06-08
COM-1253,PLY-313,TXN-COM-1253,Change of contact number,resolved,2017-06-29
COM-1254,PLY-314,TXN-COM-1254,Change of mailing address,resolved,2015-09-23
COM-1255,PLY-314,TXN-COM-1255,Change of mailing address,resolved,2018-04-18
COM-1256,PLY-314,TXN-COM-1256,Portal access,resolved,2017-03-27
COM-1257,PLY-314,TXN-COM-1257,Online portal not working,resolved,2018-10-21
COM-1258,PLY-314,TXN-COM-1258,Change of contact number,resolved,2018-02-01
COM-1259,PLY-315,TXN-COM-1259,Online portal not working,resolved,2016-06-02
COM-1260,PLY-315,TXN-COM-1260,Change of mailing address,resolved,2018-07-03
COM-1261,PLY-315,TXN-COM-1261,Portal stuck in middle,resolved,2015-10-06
COM-1262,PLY-316,TXN-COM-1262,Online portal not working,resolved,2017-07-23
COM-1263,PLY-316,TXN-COM-1263,Change of mailing address,resolved,2018-10-28
COM-1264,PLY-316,TXN-COM-1264,Renewal intimation letter not received,rejected,2015-02-18
COM-1265,PLY-316,TXN-COM-1265,Online portal not working,resolved,2016-01-22
COM-1266,PLY-316,TXN-COM-1266,Portal access,resolved,2017-07-27
COM-1267,PLY-317,TXN-COM-1267,Online portal not working,resolved,2015-09-19
COM-1268,PLY-317,TXN-COM-1268,Renewal intimation letter not received,rejected,2015-10-02
COM-1269,PLY-317,TXN-COM-1269,Portal access,resolved,2015-09-11
COM-1270,PLY-318,TXN-COM-1270,Change of mailing address,resolved,2017-08-23
COM-1271,PLY-318,TXN-COM-1271,Portal stuck in middle,resolved,2017-08-17
COM-1272,PLY-318,TXN-COM-1272,Renewal intimation letter not received,resolved,2017-12-02
COM-1273,PLY-318,TXN-COM-1273,Change of mailing address,resolved,2015-04-14
COM-1274,PLY-318,TXN-COM-1274,Change of contact number,resolved,2015-02-15
COM-1275,PLY-319,TXN-COM-1275,Renewal intimation letter not received,rejected,2016-09-27
COM-1276,PLY-319,TXN-COM-1276,Portal access,resolved,2015-04-07
COM-1277,PLY-319,TXN-COM-1277,Renewal intimation letter not received,resolved,2018-04-25
COM-1278,PLY-320,TXN-COM-1278,Change of contact number,resolved,2016-06-28
COM-1279,PLY-320,TXN-COM-1279,Online portal not working,resolved,2016-07-29
COM-1280,PLY-320,TXN-COM-1280,Change of contact number,resolved,2018-08-01
COM-1281,PLY-320,TXN-COM-1281,Change of contact number,resolved,2016-07-08
COM-1282,PLY-320,TXN-COM-1282,Portal access,rejected,2017-11-18
COM-1283,PLY-321,TXN-COM-1283,Online portal not working,resolved,2016-04-20
COM-1284,PLY-321,TXN-COM-1284,Portal access,resolved,2016-03-08
COM-1285,PLY-321,TXN-COM-1285,Change of contact number,rejected,2016-09-19
COM-1286,PLY-322,TXN-COM-1286,Renewal intimation letter not received,resolved,2018-06-09
COM-1287,PLY-322,TXN-COM-1287,Change of mailing address,resolved,2015-05-06
COM-1288,PLY-322,TXN-COM-1288,Change of contact number,resolved,2018-12-02
COM-1289,PLY-322,TXN-COM-1289,Portal stuck in middle,rejected,2017-07-18
COM-1290,PLY-322,TXN-COM-1290,Online portal not working,rejected,2018-11-03
COM-1291,PLY-323,TXN-COM-1291,Change of contact number,rejected,2017-01-10
COM-1292,PLY-323,TXN-COM-1292,Change of mailing address,resolved,2016-11-08
COM-1293,PLY-323,TXN-COM-1293,Change of contact number,resolved,2017-11-15
COM-1294,PLY-324,TXN-COM-1294,Renewal intimation letter not received,resolved,2018-09-09
COM-1295,PLY-324,TXN-COM-1295,Portal access,resolved,2015-05-31
COM-1296,PLY-324,TXN-COM-1296,Online portal not working,rejected,2017-05-12
COM-1297,PLY-324,TXN-COM-1297,Online portal not working,rejected,2015-01-13
COM-1298,PLY-324,TXN-COM-1298,Renewal intimation letter not received,resolved,2016-06-23
COM-1299,PLY-325,TXN-COM-1299,Online portal not working,resolved,2016-02-21
COM-1300,PLY-325,TXN-COM-1300,Change of contact number,resolved,2017-08-15
COM-1301,PLY-325,TXN-COM-1301,Change of mailing address,resolved,2017-02-21
COM-1302,PLY-326,TXN-COM-1302,Change of mailing address,resolved,2016-08-18
COM-1303,PLY-326,TXN-COM-1303,Portal stuck in middle,resolved,2015-05-06
COM-1304,PLY-326,TXN-COM-1304,Change of contact number,resolved,2016-11-17
COM-1305,PLY-326,TXN-COM-1305,Portal access,rejected,2016-10-17
COM-1306,PLY-326,TXN-COM-1306,Change of mailing address,resolved,2018-03-31
COM-1307,PLY-327,TXN-COM-1307,Portal access,rejected,2018-05-28
COM-1308,PLY-327,TXN-COM-1308,Online portal not working,resolved,2017-11-10
COM-1309,PLY-327,TXN-COM-1309,Change of mailing address,resolved,2016-01-09
COM-1310,PLY-328,TXN-COM-1310,Portal access,resolved,2017-09-18
COM-1311,PLY-328,TXN-COM-1311,Portal stuck in middle,rejected,2016-05-20
COM-1312,PLY-328,TXN-COM-1312,Portal stuck in middle,resolved,2017-11-27
COM-1313,PLY-328,TXN-COM-1313,Change of contact number,resolved,2015-02-05
COM-1314,PLY-328,TXN-COM-1314,Portal stuck in middle,resolved,2015-06-22
COM-1315,PLY-329,TXN-COM-1315,Change of contact number,resolved,2015-05-21
COM-1316,PLY-329,TXN-COM-1316,Change of mailing address,resolved,2016-12-15
COM-1317,PLY-329,TXN-COM-1317,Change of mailing address,rejected,2017-06-29
COM-1318,PLY-330,TXN-COM-1318,Change of mailing address,rejected,2016-04-13
COM-1319,PLY-330,TXN-COM-1319,Change of mailing address,resolved,2016-06-29
COM-1320,PLY-330,TXN-COM-1320,Online portal not working,resolved,2015-04-30
COM-1321,PLY-330,TXN-COM-1321,Portal stuck in middle,resolved,2018-09-02
COM-1322,PLY-330,TXN-COM-1322,Portal stuck in middle,resolved,2017-05-16
COM-1323,PLY-331,TXN-COM-1323,Portal access,resolved,2015-05-06
COM-1324,PLY-331,TXN-COM-1324,Online portal not working,rejected,2016-02-14
COM-1325,PLY-331,TXN-COM-1325,Portal access,resolved,2017-06-03
COM-1326,PLY-332,TXN-COM-1326,Renewal intimation letter not received,resolved,2018-05-10
COM-1327,PLY-332,TXN-COM-1327,Portal access,resolved,2015-08-25
COM-1328,PLY-332,TXN-COM-1328,Portal stuck in middle,resolved,2016-07-01
COM-1329,PLY-332,TXN-COM-1329,Online portal not working,resolved,2018-03-13
COM-1330,PLY-332,TXN-COM-1330,Online portal not working,rejected,2015-07-24
COM-1331,PLY-333,TXN-COM-1331,Portal stuck in middle,resolved,2016-01-07
COM-1332,PLY-333,TXN-COM-1332,Change of mailing address,rejected,2017-03-13
COM-1333,PLY-333,TXN-COM-1333,Portal access,resolved,2018-01-05
COM-1334,PLY-334,TXN-COM-1334,Change of mailing address,resolved,2018-07-10
COM-1335,PLY-334,TXN-COM-1335,Change of mailing address,resolved,2016-01-20
COM-1336,PLY-334,TXN-COM-1336,Portal stuck in middle,resolved,2016-10-25
COM-1337,PLY-334,TXN-COM-1337,Renewal intimation letter not received,rejected,2016-03-19
COM-1338,PLY-334,TXN-COM-1338,Change of mailing address,rejected,2016-07-13
COM-1339,PLY-335,TXN-COM-1339,Change of contact number,resolved,2016-07-27
COM-1340,PLY-335,TXN-COM-1340,Portal stuck in middle,rejected,2018-04-27
COM-1341,PLY-335,TXN-COM-1341,Online portal not working,resolved,2018-02-10
COM-1342,PLY-336,TXN-COM-1342,Renewal intimation letter not received,resolved,2018-04-13
COM-1343,PLY-336,TXN-COM-1343,Renewal intimation letter not received,resolved,2016-01-14
COM-1344,PLY-336,TXN-COM-1344,Portal stuck in middle,resolved,2017-07-15
COM-1345,PLY-336,TXN-COM-1345,Change of contact number,resolved,2017-09-13
COM-1346,PLY-336,TXN-COM-1346,Renewal intimation letter not received,rejected,2015-10-13
COM-1347,PLY-337,TXN-COM-1347,Portal stuck in middle,resolved,2018-06-29
COM-1348,PLY-337,TXN-COM-1348,Portal stuck in middle,resolved,2016-12-09
COM-1349,PLY-337,TXN-COM-1349,Online portal not working,resolved,2016-12-03
COM-1350,PLY-338,TXN-COM-1350,Change of contact number,resolved,2017-06-02
COM-1351,PLY-338,TXN-COM-1351,Portal access,resolved,2018-10-15
COM-1352,PLY-338,TXN-COM-1352,Renewal intimation letter not received,resolved,2016-05-21
COM-1353,PLY-338,TXN-COM-1353,Portal stuck in middle,rejected,2016-07-15
COM-1354,PLY-338,TXN-COM-1354,Change of contact number,rejected,2015-12-06
COM-1355,PLY-339,TXN-COM-1355,Portal stuck in middle,rejected,2016-05-01
COM-1356,PLY-339,TXN-COM-1356,Online portal not working,resolved,2016-11-06
COM-1357,PLY-339,TXN-COM-1357,Renewal intimation letter not received,resolved,2018-09-03
COM-1358,PLY-340,TXN-COM-1358,Change of mailing address,rejected,2018-06-12
COM-1359,PLY-340,TXN-COM-1359,Renewal intimation letter not received,resolved,2017-10-13
COM-1360,PLY-340,TXN-COM-1360,Online portal not working,resolved,2015-01-26
COM-1361,PLY-340,TXN-COM-1361,Change of contact number,rejected,2015-06-17
COM-1362,PLY-340,TXN-COM-1362,Change of mailing address,resolved,2015-07-10
COM-1363,PLY-341,TXN-COM-1363,Change of mailing address,resolved,2018-06-01
COM-1364,PLY-341,TXN-COM-1364,Renewal intimation letter not received,resolved,2017-08-10
COM-1365,PLY-341,TXN-COM-1365,Change of contact number,rejected,2017-09-16
COM-1366,PLY-342,TXN-COM-1366,Portal access,resolved,2017-11-26
COM-1367,PLY-342,TXN-COM-1367,Change of contact number,resolved,2017-11-10
COM-1368,PLY-342,TXN-COM-1368,Online portal not working,resolved,2018-04-02
COM-1369,PLY-342,TXN-COM-1369,Online portal not working,resolved,2017-02-15
COM-1370,PLY-342,TXN-COM-1370,Renewal intimation letter not received,resolved,2018-09-15
COM-1371,PLY-343,TXN-COM-1371,Portal stuck in middle,resolved,2018-04-14
COM-1372,PLY-343,TXN-COM-1372,Change of mailing address,resolved,2018-02-12
COM-1373,PLY-343,TXN-COM-1373,Online portal not working,resolved,2017-07-19
COM-1374,PLY-344,TXN-COM-1374,Online portal not working,resolved,2015-01-30
COM-1375,PLY-344,TXN-COM-1375,Renewal intimation letter not received,resolved,2015-06-27
COM-1376,PLY-344,TXN-COM-1376,Portal stuck in middle,resolved,2018-02-20
COM-1377,PLY-344,TXN-COM-1377,Change of contact number,resolved,2016-01-24
COM-1378,PLY-344,TXN-COM-1378,Change of mailing address,resolved,2017-08-31
COM-1379,PLY-345,TXN-COM-1379,Renewal intimation letter not received,resolved,2016-03-15
COM-1380,PLY-345,TXN-COM-1380,Change of contact number,resolved,2016-03-22
COM-1381,PLY-345,TXN-COM-1381,Portal access,rejected,2015-11-07
COM-1382,PLY-346,TXN-COM-1382,Portal stuck in middle,resolved,2016-03-22
COM-1383,PLY-346,TXN-COM-1383,Change of contact number,rejected,2018-07-21
COM-1384,PLY-346,TXN-COM-1384,Portal stuck in middle,resolved,2016-07-05
COM-1385,PLY-346,TXN-COM-1385,Portal stuck in middle,resolved,2017-07-16
COM-1386,PLY-346,TXN-COM-1386,Change of contact number,rejected,2016-08-13
COM-1387,PLY-347,TXN-COM-1387,Change of mailing address,resolved,2016-05-01
COM-1388,PLY-347,TXN-COM-1388,Change of contact number,resolved,2018-12-20
COM-1389,PLY-347,TXN-COM-1389,Change of contact number,resolved,2018-07-16
COM-1390,PLY-348,TXN-COM-1390,Renewal intimation letter not received,resolved,2018-07-16
COM-1391,PLY-348,TXN-COM-1391,Change of contact number,resolved,2017-07-16
COM-1392,PLY-348,TXN-COM-1392,Change of mailing address,resolved,2018-04-15
COM-1393,PLY-348,TXN-COM-1393,Change of mailing address,rejected,2017-12-04
COM-1394,PLY-348,TXN-COM-1394,Online portal not working,resolved,2015-10-17
COM-1395,PLY-349,TXN-COM-1395,Renewal intimation letter not received,resolved,2015-07-12
COM-1396,PLY-349,TXN-COM-1396,Portal stuck in middle,rejected,2018-11-17
COM-1397,PLY-349,TXN-COM-1397,Renewal intimation letter not received,resolved,2017-10-16
COM-1398,PLY-350,TXN-COM-1398,Portal access,rejected,2015-07-03
COM-1399,PLY-350,TXN-COM-1399,Renewal intimation letter not received,resolved,2017-09-23
COM-1400,PLY-350,TXN-COM-1400,Renewal intimation letter not received,resolved,2017-07-26
COM-1401,PLY-350,TXN-COM-1401,Change of mailing address,resolved,2016-07-07
COM-1402,PLY-350,TXN-COM-1402,Online portal not working,resolved,2018-03-15
COM-1403,PLY-351,TXN-COM-1403,Change of contact number,resolved,2018-11-21
COM-1404,PLY-351,TXN-COM-1404,Change of contact number,rejected,2018-11-26
COM-1405,PLY-351,TXN-COM-1405,Change of contact number,resolved,2017-10-13
