policyid,customerid,premium,avgclaimamount,tenure,date
PLY-1728,0576,2391,306789,5,2015-10-08
PLY-1729,0576,3748,376804,5,2017-08-02
PLY-1730,0577,2801,447933,5,2016-09-14
PLY-1731,0577,2631,411230,5,2016-08-12
PLY-1732,0577,4295,291725,5,2015-02-05
PLY-1733,0578,2604,313658,5,2017-09-16
PLY-1734,0578,2970,430045,5,2016-10-05
PLY-1735,0578,2658,439872,5,2015-04-28
PLY-1736,0579,4268,416188,5,2018-05-28
PLY-1737,0579,4708,318530,5,2018-09-13
PLY-1738,0579,4170,397351,5,2018-03-03
PLY-1739,0580,2723,409278,5,2015-06-26
PLY-1740,0580,4050,337087,5,2015-12-15
PLY-1741,0580,4106,285958,5,2017-04-11
PLY-1742,0581,4752,356412,5,2016-02-20
PLY-1743,0581,3163,310193,5,2018-04-09
PLY-1744,0581,4359,402411,5,2015-02-02
PLY-1745,0582,3619,362834,5,2018-10-11
PLY-1746,0582,4369,309789,5,2015-10-21
PLY-1747,0582,4316,457202,5,2018-08-13
PLY-1748,0583,2978,323721,5,2016-12-23
PLY-1749,0583,2458,320300,5,2018-12-30
PLY-1750,0583,3265,352263,5,2016-06-24
PLY-1751,0584,2707,265036,5,2018-10-05
PLY-1752,0584,3585,475825,5,2016-09-05
PLY-1753,0584,2455,297650,5,2018-03-06
PLY-1754,0585,4785,423667,5,2018-07-25
PLY-1755,0585,2213,353260,5,2016-04-03
PLY-1756,0585,3062,493795,5,2016-09-08
PLY-1757,0586,2245,346749,5,2018-04-13
PLY-1758,0586,4390,270966,5,2015-10-08
PLY-1759,0586,3736,498185,5,2018-10-10
PLY-1760,0587,3127,433795,5,2018-11-01
PLY-1761,0587,2976,308213,5,2017-02-05
PLY-1762,0587,3164,435054,5,2017-12-19
PLY-1763,0588,4081,311041,5,2018-02-05
PLY-1764,0588,3641,330027,5,2018-03-05
PLY-1765,0588,2908,275496,5,2017-11-25
PLY-1766,0589,2406,407112,5,2017-09-10
PLY-1767,0589,2034,483861,5,2018-08-13
PLY-1768,0589,3606,339467,5,2016-03-13
PLY-1769,0590,3946,300030,5,2018-11-14
PLY-1770,0590,4939,393827,5,2017-07-09
PLY-1771,0590,3433,363672,5,2017-12-02
PLY-1772,0591,4493,356606,5,2016-02-26
PLY-1773,0591,3312,283547,5,2017-08-28
PLY-1774,0591,3512,479641,5,2018-09-10
PLY-1775,0592,2372,368318,5,2018-08-07
PLY-1776,0592,4640,438698,5,2018-07-18
PLY-1777,0592,4534,438340,5,2018-11-26
PLY-1778,0593,4107,369451,5,2018-06-09
PLY-1779,0593,2320,432128,5,2017-04-09
PLY-1780,0593,3319,483649,5,2015-08-22
PLY-1781,0594,3697,434957,5,2016-06-27
PLY-1782,0594,4467,267374,5,2015-11-24
PLY-1783,0594,3880,373296,5,2016-12-23
PLY-1784,0595,2709,273022,5,2016-08-24
PLY-1785,0595,2305,422293,5,2017-11-15
PLY-1786,0595,3617,338602,5,2017-08-21
PLY-1787,0596,4409,432468,5,2016-02-20
PLY-1788,0596,4477,358077,5,2018-05-15
PLY-1789,0596,3661,498583,5,2015-11-11
PLY-1790,0597,2724,415205,5,2016-11-10
PLY-1791,0597,3545,475738,5,2018-08-13
PLY-1792,0597,3433,479674,5,2016-04-03
PLY-1793,0598,4812,313040,5,2016-09-18
PLY-1794,0598,3193,265375,5,2015-11-23
PLY-1795,0598,2929,488133,5,2015-11-11
PLY-1796,0599,2772,282094,5,2018-03-17
PLY-1797,0599,4129,284223,5,2015-04-07
PLY-1798,0599,2692,407172,5,2015-03-21
PLY-1799,0600,4064,255003,5,2016-02-27
PLY-1800,0600,4321,300636,5,2018-08-29
PLY-1801,0600,2299,289428,5,2016-09-29
PLY-1802,0601,2555,410576,5,2018-03-15
PLY-1803,0601,2932,455737,5,2017-05-29
PLY-1804,0601,3896,296252,5,2015-09-25
PLY-1805,0602,3094,303522,5,2018-04-28
PLY-1806,0602,3166,358693,5,2015-06-05
PLY-1807,0602,2562,485911,5,2018-09-22
PLY-1808,0603,2614,417791,5,2015-03-26
PLY-1809,0603,3386,258779,5,2018-03-31
PLY-1810,0603,2929,405285,5,2018-01-16
PLY-1811,0604,2018,395432,5,2017-10-12
PLY-1812,0604,2043,393954,5,2018-08-24
PLY-1813,0604,3262,415067,5,2016-11-05
PLY-1814,0605,4467,262086,5,2015-03-28
PLY-1815,0605,3599,337014,5,2015-11-08
PLY-1816,0605,3664,403595,5,2015-02-07
PLY-1817,0606,4553,347441,5,2016-10-08
PLY-1818,0606,4002,341604,5,2015-05-03
PLY-1819,0606,3177,432229,5,2015-10-31
PLY-1820,0607,2294,317179,5,2015-04-17
PLY-1821,0607,4899,486762,5,2015-10-10
PLY-1822,0607,2820,261225,5,2017-09-23
PLY-1823,0608,4423,329923,5,2016-04-07
PLY-1824,0608,2026,411041,5,2017-01-22
PLY-1825,0608,4651,371936,5,2015-01-28
PLY-1826,0609,2501,255045,5,2016-09-29
PLY-1827,0609,4370,354891,5,2016-05-27
PLY-1828,0609,2791,383507,5,2016-02-18
PLY-1829,0610,2312,322570,5,2016-07-18
PLY-1830,0610,2175,364869,5,2016-07-12
PLY-1831,0610,4392,258145,5,2016-12-05
PLY-1832,0611,3080,497081,5,2018-02-02
PLY-1833,0611,2746,379207,5,2016-12-10
PLY-1834,0611,3539,315251,5,2017-08-27
PLY-1835,0612,4704,312856,5,2017-10-22
PLY-1836,0612,4117,374625,5,2016-12-05
PLY-1837,0612,4906,416344,5,2017-08-11
PLY-1838,0613,3356,405312,5,2018-06-02
PLY-1839,0613,4903,471412,5,2016-01-31
PLY-1840,0613,2408,349180,5,2017-08-25
PLY-1841,0614,3096,329844,5,2016-05-25
PLY-1842,0614,3991,346799,5,2018-01-16
PLY-1843,0614,3472,326924,5,2018-07-16
PLY-1844,0615,4466,449231,5,2015-07-09
PLY-1845,0615,4626,277329,5,2017-05-31
PLY-1846,0615,2858,444245,5,2015-05-28
PLY-1847,0616,3566,292701,5,2018-05-17
PLY-1848,0616,4720,335235,5,2017-07-15
PLY-1849,0616,4213,496832,5,2015-09-06
PLY-1850,0617,2588,429852,5,2017-10-07
PLY-1851,0617,3871,304795,5,2015-01-19
PLY-1852,0617,4365,345403,5,2017-05-30
PLY-1853,0618,2004,478256,5,2018-04-25
PLY-1854,0618,4644,405756,5,2017-11-13
PLY-1855,0618,4713,472684,5,2017-12-23
PLY-1856,0619,3614,322515,5,2016-08-26
PLY-1857,0619,4401,406042,5,2016-05-06
PLY-1858,0619,4898,437371,5,2016-06-30
PLY-1859,0620,3912,358253,5,2016-06-10
PLY-1860,0620,3871,279842,5,2016-12-04
PLY-1861,0620,2150,388209,5,2018-01-31
PLY-1862,0621,4521,397081,5,2016-07-06
PLY-1863,0621,2014,308585,5,2016-09-05
PLY-1864,0621,2384,293651,5,2015-05-10
PLY-1865,0622,3115,406846,5,2018-05-19
PLY-1866,0622,3695,253731,5,2017-11-29
PLY-1867,0622,2973,374089,5,2016-11-07
PLY-1868,0623,3754,452739,5,2017-06-09
PLY-1869,0623,4273,385270,5,2018-01-10
PLY-1870,0623,4704,376050,5,2016-08-08
PLY-1871,0624,4192,256038,5,2015-01-26
PLY-1872,0624,4865,381219,5,2018-10-09
PLY-1873,0624,2603,372814,5,2017-09-21
PLY-1874,0625,2989,269377,5,2016-01-19
PLY-1875,0625,4236,427836,5,2016-05-23
PLY-1876,0625,4892,268141,5,2015-06-26
PLY-1877,0626,2151,399021,5,2017-04-12
PLY-1878,0626,2509,496696,5,2016-11-05
PLY-1879,0626,4377,453210,5,2017-05-23
PLY-1880,0627,2274,470241,5,2016-05-10
PLY-1881,0627,2030,300106,5,2018-07-30
PLY-1882,0627,3157,253138,5,2016-07-11
PLY-1883,0628,3750,492363,5,2018-05-12
PLY-1884,0628,3002,250679,5,2017-02-14
PLY-1885,0628,3222,370215,5,2018-04-09
PLY-1886,0629,2744,414722,5,2015-11-28
PLY-1887,0629,3832,337011,5,2015-03-14
PLY-1888,0629,2056,292359,5,2015-12-08
PLY-1889,0630,2650,362107,5,2016-06-23
PLY-1890,0630,3457,258313,5,2016-06-01
PLY-1891,0630,3516,494729,5,2018-08-26
PLY-1892,0631,2697,336862,5,2015-11-03
PLY-1893,0631,4913,316636,5,2015-12-31
PLY-1894,0631,4907,276347,5,2017-08-24
PLY-1895,0632,3310,284645,5,2016-10-06
PLY-1896,0632,4955,251128,5,2017-07-10
PLY-1897,0632,2343,453535,5,2018-12-12
PLY-1898,0633,3336,327823,5,2018-02-15
PLY-1899,0633,3226,327180,5,2016-06-12
PLY-1900,0633,2918,480802,5,2016-04-02
PLY-1901,0634,2915,463097,5,2016-08-27
PLY-1902,0634,3524,411862,5,2015-05-03
PLY-1903,0634,2176,427781,5,2017-03-22
PLY-1904,0635,3652,255725,5,2015-05-26
PLY-1905,0635,3601,293251,5,2018-11-01
PLY-1906,0635,3657,270167,5,2016-06-23
PLY-1907,0636,4996,295790,5,2015-02-11
PLY-1908,0636,2158,468324,5,2016-04-26
PLY-1909,0636,4120,490659,5,2016-07-27
PLY-1910,0637,4593,311083,5,2015-06-06
PLY-1911,0637,3238,474547,5,2016-03-21
PLY-1912,0637,4401,277667,5,2015-11-17
PLY-1913,0638,3595,484836,5,2018-06-10
PLY-1914,0638,4722,327361,5,2018-12-16
PLY-1915,0638,2117,414993,5,2015-09-30
PLY-1916,0639,4272,495888,5,2015-06-14
PLY-1917,0639,3208,269738,5,2018-09-22
PLY-1918,0639,2287,404207,5,2017-08-21
PLY-1919,0640,2020,329678,5,2016-07-23
PLY-1920,0640,3706,480379,5,2018-03-21
PLY-1921,0640,2244,475349,5,2018-09-29
PLY-1922,0641,3945,345520,5,2017-09-27
PLY-1923,0641,3446,408059,5,2018-04-18
PLY-1924,0641,4357,448418,5,2016-06-21
PLY-1925,0642,3841,265938,5,2016-01-22
PLY-1926,0642,4112,462402,5,2016-07-12
PLY-1927,0642,2203,445732,5,2017-10-02
PLY-1928,0643,4843,336221,5,2015-04-15
PLY-1929,0643,2778,323493,5,2018-05-30
PLY-1930,0643,2772,295464,5,2016-06-12
PLY-1931,0644,2592,390890,5,2015-02-05
PLY-1932,0644,3322,342253,5,2015-01-26
PLY-1933,0644,2287,265067,5,2018-12-28
PLY-1934,0645,2942,482930,5,2016-12-23
PLY-1935,0645,4295,338777,5,2018-02-13
PLY-1936,0645,2190,413586,5,2017-12-28
PLY-1937,0646,3845,409042,5,2016-06-09
PLY-1938,0646,4153,390222,5,2017-07-07
PLY-1939,0646,2349,275749,5,2015-06-06
PLY-1940,0647,3753,466814,5,2016-12-06
PLY-1941,0647,3888,495961,5,2018-09-11
PLY-1942,0647,3034,390186,5,2017-07-08
PLY-1943,0648,2092,448378,5,2016-04-08
PLY-1944,0648,3628,360744,5,2016-07-13
PLY-1945,0648,3564,299339,5,2017-02-19
PLY-1946,0649,3513,416784,5,2016-09-24
PLY-1947,0649,3167,263449,5,2018-05-23
PLY-1948,0649,4887,422671,5,2018-10-04
PLY-1949,0650,3609,485712,5,2015-10-14
PLY-1950,0650,3881,435257,5,2015-05-20
PLY-1951,0650,3565,302541,5,2018-11-24
PLY-1952,0651,3726,273152,5,2018-01-28
PLY-1953,0651,2079,446815,5,2017-04-06
PLY-1954,0651,4721,297080,5,2018-01-18
PLY-1955,0652,2613,450497,5,2016-09-12
PLY-1956,0652,4427,343155,5,2015-08-09
PLY-1957,0652,4551,478742,5,2016-09-27
PLY-1958,0653,2052,444263,5,2017-05-05
PLY-1959,0653,2894,307382,5,2015-08-03
PLY-1960,0653,2569,486918,5,2015-05-23
PLY-1961,0654,4798,429936,5,2018-10-06
PLY-1962,0654,3174,293230,5,2016-04-09
PLY-1963,0654,4744,272174,5,2016-08-24
PLY-1964,0655,4019,266226,5,2015-11-06
PLY-1965,0655,3580,388211,5,2017-04-25
PLY-1966,0655,3407,291343,5,2016-07-21
PLY-1967,0656,3318,463443,5,2015-03-12
PLY-1968,0656,3478,456470,5,2017-11-12
PLY-1969,0656,4017,321478,5,2016-08-14
PLY-1970,0657,3026,431971,5,2015-11-27
PLY-1971,0657,3549,306101,5,2015-12-12
PLY-1972,0657,2262,390468,5,2016-04-05
PLY-1973,0658,2670,411481,5,2016-09-19
PLY-1974,0658,4307,386377,5,2018-10-27
PLY-1975,0658,4627,456550,5,2016-09-10
PLY-1976,0659,3136,458972,5,2016-11-26
PLY-1977,0659,3789,414773,5,2018-02-23
PLY-1978,0659,3136,314854,5,2015-10-19
PLY-1979,0660,3017,467313,5,2017-11-04
PLY-1980,0660,4185,375233,5,2016-09-05
PLY-1981,0660,2213,304566,5,2015-04-30
PLY-1982,0661,2028,275289,5,2015-10-27
PLY-1983,0661,2627,464416,5,2016-04-20
PLY-1984,0661,4981,366441,5,2018-04-28
PLY-1985,0662,3713,327558,5,2015-07-17
PLY-1986,0662,2267,272350,5,2018-11-28
PLY-1987,0662,2421,424773,5,2017-04-16
PLY-1988,0663,4585,330263,5,2015-05-04
PLY-1989,0663,4996,478723,5,2017-03-04
PLY-1990,0663,4323,297162,5,2016-01-09
PLY-1991,0664,4484,347262,5,2016-08-07
PLY-1992,0664,3805,439323,5,2015-03-23
PLY-1993,0664,4873,461382,5,2015-11-08
PLY-1994,0665,3791,379274,5,2015-10-14
PLY-1995,0665,3733,390857,5,2015-06-22
PLY-1996,0665,2554,453522,5,2017-06-19
PLY-1997,0666,2633,432802,5,2017-11-18
PLY-1998,0666,4434,331586,5,2017-10-23
PLY-1999,0666,4149,340590,5,2017-05-14
PLY-2000,0667,2905,275776,5,2016-05-02
PLY-2001,0667,3159,315664,5,2015-08-29
PLY-2002,0667,2439,327282,5,2018-11-23
PLY-2003,0668,4218,497943,5,2018-12-24
PLY-2004,0668,2789,438436,5,2017-12-02
PLY-2005,0668,2045,407576,5,2015-02-10
PLY-2006,0669,4827,355025,5,2017-09-27
PLY-2007,0669,3823,271134,5,2018-02-11
PLY-2008,0669,2538,479001,5,2018-02-19
PLY-2009,0670,3011,382051,5,2017-09-16
PLY-2010,0670,3536,398103,5,2016-01-21
PLY-2011,0670,4502,408004,5,2015-11-18
PLY-2012,0671,4854,406332,5,2018-04-29
PLY-2013,0671,3266,275564,5,2018-10-08
PLY-2014,0671,4914,402529,5,2015-09-30
PLY-2015,0672,2752,469377,5,2018-02-03
PLY-2016,0672,2909,353462,5,2018-10-10
PLY-2017,0672,4666,381052,5,2017-05-01
PLY-2018,0673,2960,281711,5,2018-07-05
PLY-2019,0673,3588,498971,5,2015-04-25
PLY-2020,0673,2319,263546,5,2018-05-07
PLY-2021,0674,2544,340658,5,2016-09-06
PLY-2022,0674,2047,312638,5,2015-02-18
PLY-2023,0674,4573,281059,5,2015-10-05
PLY-2024,0675,4808,266368,5,2016-03-23
PLY-2025,0675,2316,259884,5,2016-07-02
PLY-2026,0675,4504,339216,5,2015-02-21
PLY-2027,0676,3021,417472,5,2015-08-27
PLY-2028,0676,4794,337978,5,2017-02-07
PLY-2029,0676,3753,448998,5,2016-03-28
PLY-2030,0677,4602,254944,5,2015-11-12
PLY-2031,0677,2008,481874,5,2017-09-11
PLY-2032,0677,2654,455022,5,2018-05-02
PLY-2033,0678,3690,479797,5,2018-07-28
PLY-2034,0678,3386,432963,5,2017-08-10
PLY-2035,0678,4307,436022,5,2016-04-03
PLY-2036,0679,3513,258836,5,2018-08-29
PLY-2037,0679,4011,292300,5,2018-03-29
PLY-2038,0679,4183,377290,5,2018-04-07
PLY-2039,0680,3756,270940,5,2015-01-17
PLY-2040,0680,4781,431347,5,2015-07-05
PLY-2041,0680,3258,265361,5,2015-05-14
PLY-2042,0681,3976,356611,5,2017-07-18
PLY-2043,0681,4511,281144,5,2015-08-25
PLY-2044,0681,4646,331359,5,2015-08-19
PLY-2045,0682,4532,340187,5,2016-02-06
PLY-2046,0682,3613,452544,5,2015-03-03
PLY-2047,0682,2870,499215,5,2017-01-17
PLY-2048,0683,2916,314449,5,2015-11-28
PLY-2049,0683,4493,386118,5,2016-08-08
PLY-2050,0683,4451,404987,5,2018-07-31
PLY-2051,0684,2088,466751,5,2016-10-14
PLY-2052,0684,4206,403770,5,2016-11-18
PLY-2053,0684,3777,273356,5,2018-02-19
PLY-2054,0685,2661,423017,5,2018-01-24
PLY-2055,0685,2714,470990,5,2017-10-28
PLY-2056,0685,4285,312067,5,2016-09-18
PLY-2057,0686,2744,441311,5,2018-08-14
PLY-2058,0686,3639,368365,5,2016-01-04
PLY-2059,0686,3856,486632,5,2015-01-24
PLY-2060,0687,3105,449824,5,2016-08-26
PLY-2061,0687,4174,375842,5,2016-04-17
PLY-2062,0687,2151,385470,5,2018-01-11
PLY-2063,0688,4566,339219,5,2016-11-01
PLY-2064,0688,3530,442153,5,2016-11-13
PLY-2065,0688,2813,428683,5,2017-10-17
PLY-2066,0689,4043,300084,5,2017-12-06
PLY-2067,0689,4082,354742,5,2017-04-25
PLY-2068,0689,3575,493395,5,2017-05-04
PLY-2069,0690,4919,345726,5,2015-07-22
PLY-2070,0690,2565,378374,5,2015-08-02
PLY-2071,0690,2643,338169,5,2015-04-20
PLY-2072,0691,2781,303090,5,2016-05-12
PLY-2073,0691,4684,477878,5,2016-12-12
PLY-2074,0691,3398,399126,5,2017-04-28
PLY-2075,0692,3537,332274,5,2018-12-02
PLY-2076,0692,4357,342835,5,2016-09-27
PLY-2077,0692,3975,400345,5,2015-06-21
PLY-2078,0693,4578,270410,5,2018-07-09
PLY-2079,0693,3751,344652,5,2016-05-01
PLY-2080,0693,3693,255510,5,2017-07-18
PLY-2081,0694,3699,334217,5,2015-12-10
PLY-2082,0694,4957,484432,5,2016-08-23
PLY-2083,0694,3733,439048,5,2015-02-26
PLY-2084,0695,3995,328960,5,2017-05-20
PLY-2085,0695,3930,321488,5,2015-04-17
PLY-2086,0695,3638,309211,5,2015-02-18
PLY-2087,0696,3535,347238,5,2018-12-27
PLY-2088,0696,4105,461966,5,2017-03-28
PLY-2089,0696,4332,468271,5,2016-12-20
PLY-2090,0697,4217,422222,5,2017-01-30
PLY-2091,0697,2237,252280,5,2018-03-13
PLY-2092,0697,2388,414828,5,2017-07-15
PLY-2093,0698,4904,266479,5,2015-02-12
PLY-2094,0698,3207,379651,5,2018-03-08
PLY-2095,0698,3314,250178,5,2017-02-04
PLY-2096,0699,2679,305542,5,2015-12-11
PLY-2097,0699,2428,437244,5,2017-06-18
PLY-2098,0699,3579,305962,5,2016-12-22
PLY-2099,0700,4204,487070,5,2017-08-03
PLY-2100,0700,4648,347648,5,2016-07-11
PLY-2101,0700,4280,416025,5,2017-07-29
PLY-2102,0701,3809,270776,5,2016-07-21
PLY-2103,0701,2258,494778,5,2017-02-03
PLY-2104,0701,4350,427305,5,2018-07-14
PLY-2105,0702,4657,411761,5,2016-05-07
PLY-2106,0702,3392,337919,5,2015-10-13
PLY-2107,0702,4507,483070,5,2018-02-05
PLY-2108,0703,4350,417559,5,2015-01-07
PLY-2109,0703,2949,335171,5,2017-06-10
PLY-2110,0703,4769,267666,5,2016-01-27
PLY-2111,0704,3909,407295,5,2017-11-30
PLY-2112,0704,3802,373888,5,2015-11-18
PLY-2113,0704,3725,443335,5,2016-12-06
PLY-2114,0705,3981,290340,5,2015-04-07
PLY-2115,0705,3898,284451,5,2017-10-23
PLY-2116,0705,3042,335122,5,2018-05-03
PLY-2117,0706,2335,461384,5,2017-06-12
PLY-2118,0706,2350,351311,5,2015-11-13
PLY-2119,0706,4456,478011,5,2016-02-07
PLY-2120,0707,3382,284980,5,2018-12-13
PLY-2121,0707,4212,297440,5,2015-02-19
PLY-2122,0707,2322,495611,5,2017-11-22
PLY-2123,0708,4929,335581,5,2016-01-31
PLY-2124,0708,2176,332072,5,2017-06-06
PLY-2125,0708,3499,389193,5,2017-02-20
PLY-2126,0709,3575,369473,5,2018-12-13
PLY-2127,0709,2120,297723,5,2017-01-09
PLY-2128,0709,3174,313971,5,2017-11-07
PLY-2129,0710,2005,311385,5,2015-01-18
PLY-2130,0710,4912,419510,5,2015-01-19
PLY-2131,0710,2716,300433,5,2015-03-13
PLY-2132,0711,4158,442843,5,2015-11-23
PLY-2133,0711,2039,307720,5,2016-09-03
PLY-2134,0711,2147,350106,5,2017-07-12
PLY-2135,0712,2706,349533,5,2015-10-04
PLY-2136,0712,2243,363592,5,2017-07-27
PLY-2137,0712,4825,476239,5,2018-10-24
PLY-2138,0713,2420,252155,5,2015-02-20
PLY-2139,0713,4108,355947,5,2016-04-01
PLY-2140,0713,2664,293404,5,2016-05-15
PLY-2141,0714,3839,319425,5,2015-02-03
PLY-2142,0714,4128,492806,5,2016-03-28
PLY-2143,0714,3011,403431,5,2017-05-06
PLY-2144,0715,3842,290715,5,2017-01-25
PLY-2145,0715,3976,275643,5,2018-01-25
PLY-2146,0715,3513,282574,5,2016-12-13
PLY-2147,0716,4807,314718,5,2016-02-28
PLY-2148,0716,2228,413446,5,2016-04-28
PLY-2149,0716,4370,289431,5,2015-08-01
PLY-2150,0717,3965,428675,5,2018-10-15
PLY-2151,0717,2743,360941,5,2015-11-25
PLY-2152,0717,4906,252722,5,2016-11-25
PLY-2153,0718,4330,262872,5,2017-05-16
PLY-2154,0718,3138,481108,5,2018-04-28
PLY-2155,0718,3089,420265,5,2017-03-07
PLY-2156,0719,2358,289151,5,2016-05-14
PLY-2157,0719,2701,436323,5,2016-06-07
PLY-2158,0719,3067,374881,5,2016-09-08
PLY-2159,0720,2249,435104,5,2018-07-12
PLY-2160,0720,4630,397604,5,2015-07-12
PLY-2161,0720,4565,461212,5,2016-06-06
PLY-2162,0721,3988,408475,5,2016-07-28
PLY-2163,0721,4023,400809,5,2015-06-28
PLY-2164,0721,3735,434214,5,2017-01-12
PLY-2165,0722,3238,350292,5,2016-07-31
PLY-2166,0722,3040,255369,5,2017-04-04
PLY-2167,0722,2567,362971,5,2018-09-04
PLY-2168,0723,4433,299232,5,2018-02-03
PLY-2169,0723,3796,445798,5,2015-09-05
PLY-2170,0723,3785,437448,5,2016-02-10
PLY-2171,0724,2835,304939,5,2016-06-07
PLY-2172,0724,4166,376668,5,2015-06-16
PLY-2173,0724,2309,251672,5,2017-06-23
PLY-2174,0725,2076,483099,5,2015-10-14
PLY-2175,0725,3635,460490,5,2016-12-10
PLY-2176,0725,4922,354666,5,2015-02-15
PLY-2177,0726,2859,379873,5,2018-09-22
PLY-2178,0726,3969,263321,5,2015-10-08
PLY-2179,0726,3138,494949,5,2015-12-29
PLY-2180,0727,3004,295342,5,2018-12-15
PLY-2181,0727,4173,333151,5,2016-11-28
PLY-2182,0727,3948,381508,5,2016-05-17
PLY-2183,0728,3656,457207,5,2016-02-03
PLY-2184,0728,2851,330301,5,2018-05-23
PLY-2185,0728,2582,319843,5,2018-07-23
PLY-2186,0729,2543,469590,5,2018-04-20
PLY-2187,0729,2226,297828,5,2016-05-07
PLY-2188,0729,4827,415003,5,2016-05-02
PLY-2189,0730,4843,428482,5,2017-02-13
PLY-2190,0730,2623,339311,5,2016-10-20
PLY-2191,0730,2426,256276,5,2017-12-15
PLY-2192,0731,2353,327642,5,2016-07-27
PLY-2193,0731,4223,370272,5,2015-04-23
PLY-2194,0731,2399,313940,5,2015-01-28
PLY-2195,0732,4935,408900,5,2017-07-02
PLY-2196,0732,3905,431028,5,2016-12-13
PLY-2197,0732,4744,273896,5,2017-09-17
PLY-2198,0733,3217,381367,5,2016-09-26
PLY-2199,0733,2538,294539,5,2018-09-23
PLY-2200,0733,4441,437753,5,2015-07-18
PLY-2201,0734,3854,309383,5,2017-05-31
PLY-2202,0734,4808,373912,5,2018-03-27
PLY-2203,0734,2803,304064,5,2016-01-16
PLY-2204,0735,2619,254950,5,2018-11-11
PLY-2205,0735,3388,310520,5,2017-03-19
PLY-2206,0735,2229,362827,5,2015-03-09
PLY-2207,0736,2169,377120,5,2015-07-09
PLY-2208,0736,4771,385544,5,2018-05-26
PLY-2209,0736,2353,297421,5,2015-11-10
PLY-2210,0737,2714,281565,5,2015-06-11
PLY-2211,0737,2875,361968,5,2016-03-26
PLY-2212,0737,4628,413195,5,2017-08-09
PLY-2213,0738,3786,278659,5,2016-01-22
PLY-2214,0738,4930,356598,5,2018-11-24
PLY-2215,0738,3899,306640,5,2016-05-01
PLY-2216,0739,2288,440412,5,2017-07-12
PLY-2217,0739,3941,412602,5,2016-04-19
PLY-2218,0739,4415,458674,5,2015-01-20
PLY-2219,0740,2073,262069,5,2018-08-10
PLY-2220,0740,3023,346668,5,2017-09-29
PLY-2221,0740,2231,445935,5,2015-05-15
PLY-2222,0741,4074,405877,5,2016-05-02
PLY-2223,0741,4432,263869,5,2018-03-18
PLY-2224,0741,3008,364603,5,2016-05-15
PLY-2225,0742,4210,346513,5,2017-06-26
PLY-2226,0742,2506,345547,5,2018-07-22
PLY-2227,0742,4312,375462,5,2015-04-16
PLY-2228,0743,4063,308720,5,2017-03-04
PLY-2229,0743,3310,345679,5,2017-08-21
PLY-2230,0743,2566,259447,5,2017-06-02
PLY-2231,0744,3239,339888,5,2018-06-22
PLY-2232,0744,4196,355643,5,2015-03-06
PLY-2233,0744,3041,331108,5,2017-04-25
PLY-2234,0745,4154,250987,5,2017-03-13
PLY-2235,0745,3663,410376,5,2015-10-30
PLY-2236,0745,2763,419323,5,2017-01-10
PLY-2237,0746,4499,433242,5,2015-07-25
PLY-2238,0746,4793,328343,5,2015-09-03
PLY-2239,0746,4407,404844,5,2015-07-27
PLY-2240,0747,4148,497989,5,2017-11-27
PLY-2241,0747,3074,381465,5,2018-03-02
PLY-2242,0747,4158,303384,5,2017-07-05
PLY-2243,0748,3617,489670,5,2017-10-22
PLY-2244,0748,4099,444515,5,2015-11-18
PLY-2245,0748,3283,267494,5,2015-02-18
PLY-2246,0749,4346,457299,5,2016-06-03
PLY-2247,0749,4228,351801,5,2018-06-22
PLY-2248,0749,3536,479723,5,2017-08-12
PLY-2249,0750,4606,285907,5,2017-04-22
PLY-2250,0750,4825,269635,5,2017-01-06
PLY-2251,0750,3364,322870,5,2017-09-11
PLY-2252,0751,3356,469808,5,2017-10-20
PLY-2253,0751,3712,478402,5,2015-12-31
PLY-2254,0751,3516,307560,5,2015-01-15
PLY-2255,0752,4775,262106,5,2015-09-05
PLY-2256,0752,2951,322842,5,2017-02-04
PLY-2257,0752,4687,367809,5,2018-08-22
PLY-2258,0753,3502,472598,5,2017-04-12
PLY-2259,0753,4262,373891,5,2016-06-07
PLY-2260,0753,2262,471726,5,2015-07-22
PLY-2261,0754,2735,389786,5,2016-11-15
PLY-2262,0754,2382,467909,5,2015-07-01
PLY-2263,0754,2663,359747,5,2015-03-22
PLY-2264,0755,4543,449286,5,2016-10-18
PLY-2265,0755,4893,442833,5,2015-07-11
PLY-2266,0755,2679,405341,5,2015-07-08
PLY-2267,0756,4339,394549,5,2017-02-14
PLY-2268,0756,2608,264256,5,2015-06-16
PLY-2269,0756,3193,340099,5,2015-07-12
PLY-2270,0757,3616,437786,5,2016-02-15
PLY-2271,0757,3623,438415,5,2017-09-15
PLY-2272,0757,4274,457715,5,2018-06-12
PLY-2273,0758,3299,480841,5,2018-05-30
PLY-2274,0758,3911,385786,5,2017-08-04
PLY-2275,0758,4064,351520,5,2017-12-02
PLY-2276,0759,2312,394293,5,2016-07-31
PLY-2277,0759,2691,428644,5,2017-04-16
PLY-2278,0759,4478,424529,5,2018-08-25
PLY-2279,0760,2745,378079,5,2017-03-12
PLY-2280,0760,4362,474422,5,2016-09-20
PLY-2281,0760,4411,359111,5,2018-07-06
PLY-2282,0761,4462,462424,5,2016-02-05
PLY-2283,0761,3666,412892,5,2017-04-15
PLY-2284,0761,3504,478301,5,2017-02-19
PLY-2285,0762,4082,315388,5,2017-08-20
PLY-2286,0762,2858,458982,5,2018-04-13
